2021-04-28 17:45:20,996 [INFO] from akka.event.slf4j.Slf4jLogger in application-akka.actor.default-dispatcher-4 - Slf4jLogger started
2021-04-28 17:45:21,652 [INFO] from play.api.Play in Thread-0 - Application started (Prod) (no global state)
2021-04-28 17:45:22,247 [INFO] from play.core.server.AkkaHttpServer in Thread-0 - Enabling HTTP/2 on Akka HTTP server...
2021-04-28 17:45:22,247 [INFO] from play.core.server.AkkaHttpServer in Thread-0 - Listening for HTTP on /0:0:0:0:0:0:0:0:8080
2021-04-28 17:45:22,455 [INFO] from com.jpro.activity in application-akka.actor.default-dispatcher-7 - Starting the server
2021-04-28 17:45:22,456 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 -  *** Starting JPro: https://www.jpro.one/ ***
2021-04-28 17:45:22,456 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 - OS: Mac OS X
2021-04-28 17:45:22,465 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 - JPro: 2020.1.6
2021-04-28 17:45:22,465 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 - Java version: 11.0.11
2021-04-28 17:45:22,465 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 - JVM: 11.0.11 GraalVM Community
2021-04-28 17:45:22,481 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 - redirected OUT / ERR
2021-04-28 17:45:22,481 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 - installed SLF4JBridge
2021-04-28 17:45:22,503 [INFO] from com.jpro.internal.server.MonocleInitializer$ in application-akka.actor.default-dispatcher-7 - screen: null
2021-04-28 17:45:22,920 [INFO] from com.jpro.internal.server.Initializer$ in application-akka.actor.default-dispatcher-7 - finished init!
2021-04-28 17:45:22,921 [INFO] from com.jpro.internal.server.Initializer$ in JavaFX Application Thread - JavaFX version: 15.0.1.1-jpro+0-2021-01-03-134129
2021-04-28 17:45:22,960 [INFO] from com.jpro.internal.chart.model.ChartJSONImExporter in JavaFX Application Thread - Nothing to import
2021-04-28 17:45:22,962 [INFO] from com.jpro.internal.chart.model.DynamicDataModel in JavaFX Application Thread - Started Monitoring chart data...
2021-04-28 17:45:23,747 [WARN] from controllers.jpro in application-akka.actor.default-dispatcher-7 - jpro.plainFile - Couldn't get resource for: 'jpro/html/apple-touch-icon-precomposed.png'
2021-04-28 17:45:23,760 [WARN] from controllers.jpro in application-akka.actor.default-dispatcher-4 - jpro.plainFile - Couldn't get resource for: 'jpro/html/apple-touch-icon.png'
2021-04-28 17:45:23,773 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-10 - application requested: 0!default
2021-04-28 17:45:23,784 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-10 - Creating Application: 0!default
2021-04-28 17:45:23,787 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-10 - remoteAddress 0:0:0:0:0:0:0:1
2021-04-28 17:45:23,787 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-10 - host          localhost:8080
2021-04-28 17:45:23,787 [INFO] from controllers.jpro in application-akka.actor.default-dispatcher-10 - uri           /app/0!default
